8.1608741164,-3.027594548,-1.124829585,-0.422008407,2.0604224145
7.8979127171,-2.984558013,-1.091534323,-0.433033684,3.0367558928
12.988827191,-3.963639525,2.1636128902,-0.264993344,2.3141130068
7.6566004882,-1.945842909,-0.404574064,-0.025478743,0.4579136454
9.104175241,-2.610543824,-0.569354605,-0.078653723,0.9951389864
4.7730582375,-0.122341955,0.0155330486,0.1120677905,-1.861775613
3.8354990135,0.2483895274,0.1691823959,0.0743689953,-0.685495032
3.064731686,0.8543978367,-0.568205149,0.1120243841,-2.095000354
2.4533935599,0.8546623633,0.3965808664,1.8788750627,-0.121458164
4.546304785,-0.10288848,0.1031524505,0.0747181226,-0.683910987
3.5210193866,0.3059896747,0.2617544895,0.0748935935,-0.599325626
3.3355892016,-0.15578762,-0.188713181,19.6216471,1.9998578701
0.4780952058,1.4372314019,0.3397380256,0.0758919466,-1.821877244
0.4822416118,1.3594294199,0.3495874963,0.0477736597,-0.698298723
1.575051254,0.8992449308,0.3131016411,0.0209943444,0.4885627824
2.3757405193,0.5858050527,0.1567234025,0.007965254,-0.347773204
2.2950049379,0.9414553386,0.4181028981,0.1236892917,-1.000557631
-7.881414646,-19.19468691,44.412479498,0.0870149306,1.5463083673
-4.667359917,-10.71095315,23.929959088,0.0682749629,0.3428367506
-13.33225773,-30.43621298,72.583111505,0.2248071201,2.1164903729
-11.12331467,-26.46919636,60.284901325,0.1776137659,0.7696621263
-17.69568209,-40.55733923,103.32883453,0.4443365982,2.0168016837
-1.450839669,1.485610791,0.22036522,-0.108669663,0.1104793123
-1.069707355,1.5236361888,0.2523883555,-0.056672544,-0.187163332
-1.382296437,1.5644744319,0.1700035163,-0.130980038,1.1693352153
-1.862410153,1.5669239909,0.2933490367,-0.12703785,2.0570389225
-2.025678606,1.2228376444,0.2836836658,-0.119063184,1.1318432156
-2.665332828,-0.360884364,-0.417195828,-0.021879048,-0.564421499
-2.579071944,0.2157340266,-0.251675129,-0.005069584,0.3340365821
-3.205186476,-0.994777649,-0.477174969,-0.071283928,0.5131607421
-3.081944344,-1.30091999,-0.480878893,-0.00615141,0.1011390912
-3.528949531,-1.497864217,-0.658953108,5.0896836027,0.9467788596
-2.859890474,-0.819020018,-0.47731047,-0.054157417,-0.466205168
-3.449756302,-2.055660706,-0.682061846,-0.083030981,-0.589359831
-3.687359706,-3.380703451,-0.919767452,-0.07444339,-0.965334559
-3.492179952,-3.021593984,-0.764805566,-0.028905855,-0.19514453
-3.498117813,-2.324430409,-0.606983793,-0.013319723,-0.156243117
-3.793907802,-4.646901099,2.435535951,0.0282716313,-0.602008967
-4.234132447,-6.762116548,10.151111492,0.0106539275,-0.167837659
-3.531551812,-2.240826703,-1.417208163,63.869280243,5.2605468486
